wals_code,iso_code,glottocode,name,latitude,longitude,genus,family,macroarea,countrycodes,3A  Consonant-Vowel Ratio,13A Tone,26A Prefixing vs. Suffixing in Inflectional Morphology,30A Number of Genders,31A Sex-based and Non-sex-based Gender Systems,33A Coding of Nominal Plurality,45A Politeness Distinctions in Pronouns,49A Number of Cases,51A Position of Case Affixes,53A Ordinal Numerals,57A Position of Pronominal Possessive Affixes,67A The Future Tense,68A The Perfect,"81A Order of Subject, Object and Verb",92A Position of Polar Question Particles
arr,are,east2379,Arrernte,-24,134,Central Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
ars,ayn,sana1295,Arabic (San'ani),16,44,Semitic,Afro-Asiatic,Eurasia,YE,,,,,,,,,,,,,,,
arv,ajp,sout3123,Arabic (Negev),30.5,34.75,Semitic,Afro-Asiatic,Eurasia,IL,,,,,,,,,,,,,,,
arw,hye,nucl1235,Armenian (Western),38.5,43.5,Armenian,Indo-European,Eurasia,TR,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,"6 First, two-th, three-th",2 Possessive suffixes,,,1 SOV,6 No question particle
arx,alu,area1240,Are'are,-9.25,161.1666667,Oceanic,Austronesian,Papunesia,SB,,,,,,,,,,,,,,,
arz,hye,nucl1235,Armenian (Iranian),32.66666667,51.66666667,Armenian,Indo-European,Eurasia,IR,,,,,,,,,,,,,,,
ash,ady,adyg1241,Adyghe (Shapsugh),45,38.75,Northwest Caucasian,Northwest Caucasian,Eurasia,RU,,,,,,,,,,,,,,,
asl,ase,amer1248,American Sign Language,39,-78,Sign Languages,other,North America,CA US,,,,,,,,,,,,,,,
asm,tml,tamn1235,Asmat,-5.5,138.5,Asmat-Kamoro,Trans-New Guinea,Papunesia,ID,1 Low,1 No tones,2 Strongly suffixing,1 None,1 No gender,2 Plural suffix,1 No politeness distinction,1 No morphological case-marking,9 No case affixes or adpositional clitics,,4 No possessive affixes,1 Inflectional future exists,3 Other perfect,1 SOV,2 Final
aso,alt,sout2694,Altai (Southern),51,87,Turkic,Altaic,Eurasia,RU,,,,,,,,,,,,,,,
ass,asm,assa1263,Assamese,26,93,Indic,Indo-European,Eurasia,IN,,,2 Strongly suffixing,,,,,,1 Case suffixes,,,,,1 SOV,6 No question particle
ast,ast,astu1245,Asturian,43.25,-6,Romance,Indo-European,Eurasia,ES,,,,,,,,,,,,,,,
asu,asu,toca1235,Asuriní,-3.5,-49.5,Tupi-Guaraní,Tupian,South America,BR,,,,,,,,,,,,,,5 OVS,
asy,apc,nort3139,Arabic (Syrian),34,38,Semitic,Afro-Asiatic,Eurasia,SY,,,3 Weakly suffixing,2 Two,2 Sex-based,6 Mixed morphological plural,,,7 Prepositional clitics,,2 Possessive suffixes,,,7 No dominant order,2 Final
ata,tay,atay1247,Atayal,24.5,121.3333333,Atayalic,Austronesian,Papunesia,TW,3 Average,1 No tones,1 Little affixation,,,,,,9 No case affixes or adpositional clitics,,,,,,2 Final
atb,atq,aral1243,Aralle-Tabulahan,-2.75,119.25,South Sulawesi,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
atc,upv,urip1239,Atchin,-16,167.3333333,Oceanic,Austronesian,Papunesia,VU,,,,,,,,,,,,2 No inflectional future,4 No perfect,,
ath,aph,athp1241,Athpare,27,87.33333333,Mahakiranti,Sino-Tibetan,Eurasia,NP,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,6 No question particle
ati,atj,atik1240,Atikamekw,48,-74,Algonquian,Algic,North America,CA,,,,,,,,,,,,,,,
atk,aqp,atak1252,Atakapa,30,-93.5,Atakapa,Atakapa,North America,US,,,,,,,,,,,,,,,
atm,kuz,kunz1244,Atacameño,-23,-69,Kunza,Kunza,South America,BO CL AR,,,,,,,,,,,1 Possessive prefixes,,,1 SOV,
atq,ems,paci1278,Alutiiq,57,-157,Eskimo,Eskimo-Aleut,North America,US,,,,,,,,,,,,,,,
ats,atw,atsu1245,Atsugewi,40.75,-121,Palaihnihan,Hokan,North America,US,,,,,,,,,1 Case suffixes,,,,,7 No dominant order,
atu,aeb,tuni1259,Arabic (Tunisian),36.75,10.25,Semitic,Afro-Asiatic,Africa,TN,,,,,,,,,,,,2 No inflectional future,4 No perfect,,
au,avt,auuu1241,Au,-3.583333333,142.0833333,Wapei-Palei,Torricelli,Papunesia,PG,,,5 Weakly prefixing,,,,,,9 No case affixes or adpositional clitics,,,,,2 SVO,
aul,aul,aulu1238,Aulua,-16.33333333,167.6666667,Oceanic,Austronesian,Papunesia,VU,,,,,,,,,,,,,,,
aus,asf,aust1271,Auslan,-30,145,Sign Languages,other,Australia,AU,,,,,,,,,,,,,,,
auy,auy,awiy1238,Auyana,-6.5,145.75,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,,,,,,,,,,,,,,
ava,ava,avar1256,Avar,42.5,46.5,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU AZ,5 High,1 No tones,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,"4 One-th, two-th, three-th",,,,1 SOV,3 Second position
avk,avi,avik1243,Avikam,5.166666667,-5.5,Kwa,Niger-Congo,Africa,CI,,,,,,7 Plural word,,,,,,,,2 SVO,2 Final
avo,avu,avok1242,Avokaya,4.666666667,30,Moru-Ma'di,Central Sudanic,Africa,SD CD,,,,,,2 Plural suffix,,,,,,2 No inflectional future,4 No perfect,7 No dominant order,
avt,avn,avat1244,Avatime,6.833333333,0.4166666667,Kwa,Niger-Congo,Africa,GH,,,,,,,,,,,,,,,
awa,awb,awap1236,Awa,-6.666666667,145.75,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,
awd,awa,awad1243,Awadhi,27.5,81.5,Indic,Indo-European,Eurasia,NP IN,,,,,,,,,,,,,,,
awe,are,west2441,Arrernte (Western),-24,132.5,Central Pama-Nyungan,Pama-Nyungan,Australia,AU,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,,,,,
awi,awi,aeky1238,Aekyom,-5.75,141.4166667,Awin-Pare,Awin-Pare,Papunesia,PG,,,,,,,,,,,1 Possessive prefixes,,,1 SOV,
awk,png,pong1250,Akwa,10.08333333,6.333333333,Kainji,Niger-Congo,Africa,NG,,,,,,,,,,,,,,,
awn,awn,awng1244,Awngi,10.83333333,36.66666667,Central Cushitic,Afro-Asiatic,Africa,ET,3 Average,2 Simple tone system,,,,,,,,,,1 Inflectional future exists,3 Other perfect,,
awp,kwi,awac1239,Awa Pit,1.5,-78.25,Barbacoan,Barbacoan,South America,EC CO,3 Average,1 No tones,2 Strongly suffixing,1 None,1 No gender,2 Plural suffix,1 No politeness distinction,8 10 or more cases,6 Postpositional clitics,1 None,4 No possessive affixes,1 Inflectional future exists,4 No perfect,1 SOV,2 Final
awt,kmn,awtu1239,Awtuw,-3.583333333,142,Ram,Sepik,Papunesia,PG,,,3 Weakly suffixing,,,2 Plural suffix,,,6 Postpositional clitics,1 None,4 No possessive affixes,,,1 SOV,2 Final
awy,auw,awyi1241,Awyi,-2.916666667,140.5833333,Border,Border,Papunesia,ID,,,,,,,,,,,,,,1 SOV,
axv,akv,akhv1239,Akhvakh,42.33333333,46.33333333,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,,,,,,,,,,,,,,,
ayi,any,anyi1245,Anyi,7,-3.5,Kwa,Niger-Congo,Africa,CI,,,,,,1 Plural prefix,,,,,,,,2 SVO,
aym,ayc,cent2142,Aymara (Central),-17,-69,Aymaran,Aymaran,South America,PE CL BO,5 High,1 No tones,2 Strongly suffixing,,,2 Plural suffix,1 No politeness distinction,6 6-7 cases,6 Postpositional clitics,"3 First, two, three",2 Possessive suffixes,,,1 SOV,2 Final
ayn,aib,ainu1251,Aynu,39.5,76,Turkic,Altaic,Eurasia,CN,,,,,,,,,,,,,,,
ayo,,,Ayomán,11,-69,Jirajaran,Jirajaran,,VR,,,,,,,,,1 Case suffixes,,1 Possessive prefixes,,,,
ayr,ayo,ayor1240,Ayoreo,-20.25,-59.25,Zamucoan,Zamucoan,South America,PY,,,,,,,,,,,1 Possessive prefixes,,,2 SVO,
ayw,nfl,ayiw1239,Ayiwo,-10.33333333,166.25,Oceanic,Austronesian,Papunesia,SB,,,,,,,,,,,,,,2 SVO,
aze,azb,nort2697,Azerbaijani,40.5,48.5,Turkic,Altaic,Eurasia,AZ IR,2 Moderately low,1 No tones,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,"5 First/one-th, two-th, three-th",2 Possessive suffixes,1 Inflectional future exists,3 Other perfect,1 SOV,2 Final
azi,azb,sout2697,Azari (Iranian),37.5,47,Turkic,Altaic,Eurasia,IR IQ,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,2 Possessive suffixes,,,1 SOV,6 No question particle
baa,bbb,bara1377,Barai,-9.333333333,148.0833333,Koiarian,Trans-New Guinea,Papunesia,PG,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,,,,1 SOV,
bab,bav,veng1238,Babungo,6.116666667,10.41666667,Bantoid,Niger-Congo,Africa,CM,,,,5 Five or more,3 Non-sex-based,,1 No politeness distinction,,9 No case affixes or adpositional clitics,,,,,2 SVO,2 Final
bac,wdj,wadj1254,Bachamal,-13.16666667,130.1666667,Anson Bay,Anson Bay,Australia,AU,,,4 Equal prefixing and suffixing,,,,,,6 Postpositional clitics,,,,,7 No dominant order,
bad,bde,bade1248,Bade,12.83333333,10.5,West Chadic,Afro-Asiatic,Africa,NG,,,,,,,,,,,,,,,
bae,bae,bare1276,Baré,1,-67,Inland Northern Arawakan,Arawakan,South America,BR VR,,,3 Weakly suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,2 SVO,6 No question particle
baf,bfd,bafu1246,Bafut,6.25,9.916666667,Bantoid,Niger-Congo,Africa,CM,,,,,,,,,,,,,,2 SVO,6 No question particle
bag,bmi,bagi1246,Bagirmi,11.66666667,16,Bongo-Bagirmi,Central Sudanic,Africa,TD,3 Average,3 Complex tone system,3 Weakly suffixing,1 None,1 No gender,8 Plural clitic,1 No politeness distinction,1 No morphological case-marking,9 No case affixes or adpositional clitics,,2 Possessive suffixes,2 No inflectional future,4 No perfect,2 SVO,2 Final
bah,xir,xiri1243,Xiriana,2.666666667,-62.5,Bahuanic,Arawakan,,BR,,,,,,,,,,,,,,,
bai,bca,cent2004,Bai,26,100,Bai,Sino-Tibetan,Eurasia,CN,1 Low,3 Complex tone system,1 Little affixation,,,7 Plural word,,,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,2 SVO,2 Final
baj,bdl,indo1317,Bajau (Sama),-4.333333333,123,Sama-Bajaw,Austronesian,Papunesia,ID,3 Average,1 No tones,,,,,,,,,,,,7 No dominant order,
bak,bkc,baka1272,Baka (in Cameroon),2.583333333,13.58333333,Ubangi,Niger-Congo,Africa,CM,,,,,,8 Plural clitic,,,,"6 First, two-th, three-th",2 Possessive suffixes,,,2 SVO,
bal,ban,bali1278,Balinese,-8.333333333,115.25,Malayo-Sumbawan,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
bam,bam,bamb1269,Bambara,12.5,-7.5,Western Mande,Mande,Africa,ML,3 Average,2 Simple tone system,2 Strongly suffixing,,,2 Plural suffix,1 No politeness distinction,1 No morphological case-marking,,"6 First, two-th, three-th",,,,1 SOV,2 Final
ban,bcw,bana1305,Bana,10.41666667,13.58333333,Biu-Mandara,Afro-Asiatic,Africa,CM,,,,,,,,,,,,,,,
bao,peh,bona1250,Bao'an,35.75,102.8333333,Mongolic,Altaic,Eurasia,CN,,,,,,8 Plural clitic,,,6 Postpositional clitics,,,,,1 SOV,6 No question particle
baq,brg,baur1253,Baure,-13.08333333,-64.16666667,Bolivia-Parana,Arawakan,South America,BO,,,3 Weakly suffixing,,,2 Plural suffix,,,1 Case suffixes,,1 Possessive prefixes,,,4 VOS,
bar,bfa,bari1284,Bari,5,31.66666667,Nilotic,Eastern Sudanic,Africa,SD,,,5 Weakly prefixing,,,2 Plural suffix,,,9 No case affixes or adpositional clitics,,,2 No inflectional future,3 Other perfect,2 SVO,
bas,bas,basa1284,Basaá,3.916666667,10.5,Bantoid,Niger-Congo,Africa,CM,,,,,,1 Plural prefix,,,,,,,,2 SVO,
bat,bya,bata1301,Batak,10.25,119.0833333,Greater Central Philippine,Austronesian,Papunesia,PH,,,,,,,,,,,,,,,
bau,bbd,bauu1244,Bau,-5.25,145.6166667,Madang,Trans-New Guinea,Papunesia,PG,,,,,,,,,,,2 Possessive suffixes,,,,
baw,bgr,bawm1236,Bawm,22.5,92.25,Kuki-Chin,Sino-Tibetan,Eurasia,BD IN MM,4 Moderately high,2 Simple tone system,1 Little affixation,1 None,1 No gender,7 Plural word,,4 4 cases,9 No case affixes or adpositional clitics,,4 No possessive affixes,,,1 SOV,2 Final
bbf,bbo,sout2840,Bobo Madaré (Northern),12.41666667,-4.333333333,Western Mande,Mande,Africa,BF,3 Average,3 Complex tone system,,,,8 Plural clitic,,,,,,,,,2 Final
bbl,bvx,dibo1245,Babole,1.083333333,17.25,Bantoid,Niger-Congo,Africa,CG,,,,,,,,,,,,,,2 SVO,
bbm,ptu,bamb1270,Bambam,-3.083333333,119.0833333,South Sulawesi,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
bbu,brm,bara1361,Barambu,3.5,27,Ubangi,Niger-Congo,Africa,CD,,,5 Weakly prefixing,,,1 Plural prefix,,,,,2 Possessive suffixes,,,7 No dominant order,
bbw,gup,gunw1252,Bininj Gun-Wok,-12.5,133.75,Gunwinygic,Gunwinyguan,Australia,AU,,,5 Weakly prefixing,4 Four,2 Sex-based,1 Plural prefix,,,1 Case suffixes,,,,,7 No dominant order,1 Initial
bca,bdy,band1339,Bandjalang (Casino),-28.91666667,153,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
bch,shy,tach1249,Berber (Chaouia),35,7,Berber,Afro-Asiatic,Africa,DZ,,,,,,,,,,,2 Possessive suffixes,,,7 No dominant order,
bco,blc,bell1243,Bella Coola,52.5,-126.6666667,Bella Coola,Salishan,North America,CA,5 High,1 No tones,2 Strongly suffixing,,,1 Plural prefix,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,3 VSO,6 No question particle
bdc,brc,berb1259,Berbice Dutch Creole,5.333333333,-58,Creoles and Pidgins,other,South America,GY,,,,,,,,,,,,,,,
bdg,bfq,bada1257,Badaga,11.66666667,76.75,Southern Dravidian,Dravidian,Eurasia,IN,,,,,,,,,,,,,,,
bdk,bdk,budu1248,Budukh,41.16666667,48.41666667,Lezgic,Nakh-Daghestanian,Eurasia,AZ,,,,,,,,,,,,,,,
bdm,bia,badi1246,Badimaya,-27.66666667,118,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,2 Plural suffix,,,,,,,,1 SOV,6 No question particle
bdu,buu,budu1250,Budu,2,28,Bantoid,Niger-Congo,Africa,CD,,,6 Strong prefixing,,,1 Plural prefix,,,9 No case affixes or adpositional clitics,,,,,2 SVO,
bdw,bdw,baha1258,Baham,-3.166666667,132.6666667,West Bomberai,West Bomberai,Papunesia,ID,,,,,,,,,,,,,,1 SOV,
beb,bef,bena1264,Benabena,-6.166666667,145.5,Eastern Highlands,Trans-New Guinea,Papunesia,PG,,,,,,,,,,,,,,,
bec,ctg,chit1275,Bengali (Chittagong),22.33333333,91.83333333,Indic,Indo-European,Eurasia,BD,,,,,,,,6 6-7 cases,,,,,,,
bee,beq,beem1239,Beembe,-3.916666667,14.08333333,Bantoid,Niger-Congo,Africa,CG,3 Average,2 Simple tone system,,,,,,,,,,,,,
beg,dbj,idaa1241,Begak-Ida'an,5.25,118.8333333,North Borneo,Austronesian,Papunesia,MY,,,,,,,,,,,,,,,
bej,bej,beja1238,Beja,18,36,Beja,Afro-Asiatic,Africa,ER SD,3 Average,2 Simple tone system,3 Weakly suffixing,2 Two,2 Sex-based,2 Plural suffix,,2 2 cases,1 Case suffixes,,2 Possessive suffixes,2 No inflectional future,3 Other perfect,1 SOV,6 No question particle
bel,byw,belh1239,Belhare,26.96666667,87.3,Mahakiranti,Sino-Tibetan,Eurasia,NP,,,3 Weakly suffixing,,,,,,1 Case suffixes,,1 Possessive prefixes,,,,2 Final
bem,bmy,bemb1258,Bemba,-10,28.25,Bantoid,Niger-Congo,Africa,CD,,,,,,,,,,,,,,,5 In either of two positions
ben,ben,beng1280,Bengali,24,90,Indic,Indo-European,Eurasia,IN BD,3 Average,1 No tones,,,,,,,1 Case suffixes,"6 First, two-th, three-th",,1 Inflectional future exists,3 Other perfect,1 SOV,
beo,bue,beot1247,Beothuk,48,-57,Beothuk,Beothuk,North America,CA,,,,,,,,,,,,,,,
ber,wti,bert1248,Berta,10.33333333,34.66666667,Berta,Berta,Africa,ET SD,4 Moderately high,2 Simple tone system,3 Weakly suffixing,,,6 Mixed morphological plural,,,,,2 Possessive suffixes,,,2 SVO,2 Final
bet,bev,dalo1238,Bété,6.25,-6.25,Kru,Niger-Congo,Africa,CI,1 Low,3 Complex tone system,,,,,,,,,,,,,
bez,kap,bezh1248,Bezhta,42.08333333,46.16666667,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,,,,,,,,,,,,,,,
bfd,bif,biaf1240,Biafada,11.41666667,-15.16666667,Northern Atlantic,Niger-Congo,Africa,GW,,,,,,,,,,,,,,,
bfg,,,Berber (Figuig),32.5,-1.5,Berber,Afro-Asiatic,,MA,,,5 Weakly prefixing,,,6 Mixed morphological plural,,,2 Case prefixes,,2 Possessive suffixes,,,3 VSO,1 Initial
bfi,ksf,bafi1243,Bafia,5,11.16666667,Bantoid,Niger-Congo,Africa,CM,,,,,,1 Plural prefix,,,,,,,,,
bga,bng,beng1282,Benga,1.166666667,9.416666667,Bantoid,Niger-Congo,Africa,GQ GA,,,,,,1 Plural prefix,,,,,,,,,
bgg,bgz,bang1368,Banggai,-1.416666667,123.1666667,Celebic,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
bgi,bgq,bagr1243,Bagri,29.58333333,74.33333333,Indic,Indo-European,Eurasia,IN,,,,,,,,,,,,,,,
bgl,sab,bugl1243,Buglere,8.5,-81.25,Guaymiic,Chibchan,North America,PA,,,,,,,,,,,,,,,
bgm,dba,bang1363,Bangime,14.91666667,-3.833333333,Bangime,Bangime,Africa,ML,,,,,,,,,,,,,,1 SOV,
bgn,,bugu1246,Bugun,27.5,92.58333333,Western Arunachal,Sino-Tibetan,Eurasia,IN,,,,,,2 Plural suffix,,,,,,,,,2 Final
bgo,bot,bong1285,Bongo,7.5,28.5,Bongo-Bagirmi,Central Sudanic,Africa,SD,,,5 Weakly prefixing,,,8 Plural clitic,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,2 SVO,2 Final
bgr,fuu,furu1242,Bagiro,4.333333333,20.58333333,Bongo-Bagirmi,Central Sudanic,Africa,CF CD,,,5 Weakly prefixing,,,7 Plural word,,,,,2 Possessive suffixes,,,2 SVO,
bgs,bsp,baga1272,Baga Sitemu,10.5,-14.5,Mel,Niger-Congo,Africa,GN,,,,,,,,,,,,,,2 SVO,
bgv,kva,bagv1239,Bagvalal,42.58333333,46.16666667,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU,,,,,,,,,,,,,,,
bgz,bdg,bong1289,Banggi,7.25,117.1666667,Barito,Austronesian,Papunesia,MY,,,,,,,,,,,,,,2 SVO,6 No question particle
bhi,bhb,bhil1251,Bhili,22,73,Indic,Indo-European,Eurasia,IN,,,,,,,,,,,,,,,
bhn,bjh,bahi1254,Bahinemo,-4.583333333,142.8333333,Sepik Hill,Sepik,Papunesia,PG,,,,,,,,,,,,,,,
bho,bho,bhoj1244,Bhojpuri,26,84,Indic,Indo-European,Eurasia,IN,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,4 No possessive affixes,,,1 SOV,1 Initial
bhu,unr,mund1320,Bhumij,21.33333333,86.5,Munda,Austro-Asiatic,Eurasia,IN,,,,,,,,,,,,,,1 SOV,
bia,bip,bila1255,Bira,1,28.75,Bantoid,Niger-Congo,Africa,CD,,,,,,,,,,,2 Possessive suffixes,,,2 SVO,
bid,bid,bidi1241,Bidiya,11.91666667,18.75,East Chadic,Afro-Asiatic,Africa,TD,,,,,,2 Plural suffix,,,,,2 Possessive suffixes,,,2 SVO,
big,yul,yulu1243,Binga,8,25,Bongo-Bagirmi,Central Sudanic,Africa,SD CF,,,,,,2 Plural suffix,,,,,2 Possessive suffixes,,,,
bii,bzr,biri1256,Biri,-20.5,146.5,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU,,,2 Strongly suffixing,,,9 No plural,,,1 Case suffixes,,4 No possessive affixes,,,2 SVO,6 No question particle
bik,bhw,biak1248,Biak,-1,136,South Halmahera - West New Guinea,Austronesian,Papunesia,ID,,,5 Weakly prefixing,,,8 Plural clitic,,,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,2 SVO,6 No question particle
bil,blb,bilu1245,Bilua,-7.75,156.6666667,Bilua,Solomons East Papuan,Papunesia,SB,,,3 Weakly suffixing,,,7 Plural word,,,9 No case affixes or adpositional clitics,,1 Possessive prefixes,,,7 No dominant order,6 No question particle
bim,bhp,bima1247,Bima,-8.5,118.5,Central Malayo-Polynesian,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
bin,bhg,bina1277,Binandere,-8.25,148,Binanderean,Trans-New Guinea,Papunesia,PG,,,,,,6 Mixed morphological plural,,,6 Postpositional clitics,,4 No possessive affixes,,,1 SOV,
bio,bio,naii1241,Nai,-3.716666667,141.2666667,Kwomtari,Kwomtari-Baibai,Papunesia,PG,,,2 Strongly suffixing,,,,,,1 Case suffixes,,4 No possessive affixes,,,,
biq,bps,sara1326,Bilaan,6,125.3333333,Bilic,Austronesian,Papunesia,PH,,,,,,,,,,,,,,,
bir,bom,bero1242,Birom,9.666666667,8.833333333,Platoid,Niger-Congo,Africa,NG,3 Average,3 Complex tone system,6 Strong prefixing,,,1 Plural prefix,,,9 No case affixes or adpositional clitics,,,,,2 SVO,2 Final
bis,bib,biss1248,Bisa,11.5,-0.5,Eastern Mande,Mande,Africa,GH BF,3 Average,1 No tones,,,,,,,,,,,,,
bit,bth,biat1246,Biatah,1.25,110,Land Dayak,Austronesian,Papunesia,ID MY,,,,,,,,,,,,,,,
biu,lwm,bisu1246,Bisu,19.75,100,Burmese-Lolo,Sino-Tibetan,Eurasia,TH,,,,,,,,,1 Case suffixes,,,,,1 SOV,6 No question particle
bjs,ssb,sout2918,Sama (Southern),4.5,118.5,Sama-Bajaw,Austronesian,Papunesia,MY PH,,,,,,,,,,,,,,,
bka,bdh,baka1274,Baka (in Sudan),4.833333333,29.25,Bongo-Bagirmi,Central Sudanic,Africa,SD,,,1 Little affixation,,,8 Plural clitic,,,9 No case affixes or adpositional clitics,,,,,2 SVO,
bkb,xub,bett1235,Betta Kurumba,11.5,76.75,Southern Dravidian,Dravidian,Eurasia,IN,,,2 Strongly suffixing,,,2 Plural suffix,,,1 Case suffixes,,,,,1 SOV,
bkd,bkd,binu1244,Binukid,8.25,124.8333333,Greater Central Philippine,Austronesian,Papunesia,PH,,,,,,,,,,,,,,,
bki,bkq,baka1277,Bakairí,-14,-55,Cariban,Cariban,South America,BR,2 Moderately low,1 No tones,,,,,,,,,,,,,
bkl,bcl,cent2087,Bikol,13.33333333,123.5,Greater Central Philippine,Austronesian,Papunesia,PH,,,1 Little affixation,,,7 Plural word,,,9 No case affixes or adpositional clitics,,,,,,
bkn,bdu,orok1266,Bakundu,4.833333333,9.333333333,Bantoid,Niger-Congo,Africa,CM,,,,,,,,,,,,,,,2 Final
bkr,btx,bata1293,Batak (Karo),3.25,98.25,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,ID,2 Moderately low,1 No tones,2 Strongly suffixing,1 None,1 No gender,5 Plural complete reduplication,,1 No morphological case-marking,9 No case affixes or adpositional clitics,,2 Possessive suffixes,,,7 No dominant order,3 Second position
bkt,bkk,brok1247,Brokskat,35.33333333,76.5,Indic,Indo-European,Eurasia,PK IN,,,,,,,,,,,,,,1 SOV,
bku,bri,mokp1239,Bakueri,4.25,9.25,Bantoid,Niger-Congo,Africa,CM,,,,,,1 Plural prefix,,,,,,,,2 SVO,
bla,bla,siks1238,Blackfoot,50,-112.6666667,Algonquian,Algic,North America,CA US,,,5 Weakly prefixing,,,2 Plural suffix,,,,"6 First, two-th, three-th",1 Possessive prefixes,,,7 No dominant order,6 No question particle
blc,bgp,east2304,Baluchi,28,62,Iranian,Indo-European,Eurasia,PK IR AF,,,,,,,,,,,,1 Inflectional future exists,3 Other perfect,,
ble,bci,baou1238,Baule,7,-5,Kwa,Niger-Congo,Africa,CI,,,,,,,1 No politeness distinction,,,,,,,2 SVO,6 No question particle
blg,blw,bala1310,Balangao,17.16666667,121.1666667,Northern Luzon,Austronesian,Papunesia,PH,,,,,,1 Plural prefix,,,,,2 Possessive suffixes,,,,
blj,koe,kaci1244,Baale,6.5,34.5,Surmic,Eastern Sudanic,Africa,SD,,,,,,,,,,,,,,,
blk,blz,bala1315,Balantak,-0.8333333333,123.25,Celebic,Austronesian,Papunesia,ID,,,,,,,,,,,,,,,
bln,byn,bili1260,Bilin,15.75,38.5,Central Cushitic,Afro-Asiatic,Africa,ER,,,2 Strongly suffixing,,,2 Plural suffix,,,,,,,,7 No dominant order,6 No question particle
blq,bol,nucl1695,Bole,11.33333333,11.25,West Chadic,Afro-Asiatic,Africa,NG,,,,,,,,,,,,,,,
blr,bel,bela1254,Belorussian,54,28,Slavic,Indo-European,Eurasia,BY,,,2 Strongly suffixing,,,,,,1 Case suffixes,"7 First, second, three-th",,,,7 No dominant order,1 Initial
blt,bft,balt1258,Balti,35,76,Bodic,Sino-Tibetan,Eurasia,IN PK,,,2 Strongly suffixing,,,2 Plural suffix,,,,,,,,1 SOV,6 No question particle
blu,lua,luba1249,Bena-Lulua,-6,21,Bantoid,Niger-Congo,Africa,CD,,,,,,1 Plural prefix,,,,,,,,,
blx,bll,bilo1248,Biloxi,30.5,-88.66666667,Core Siouan,Siouan,North America,US,,,4 Equal prefixing and suffixing,,,9 No plural,,,1 Case suffixes,,1 Possessive prefixes,,,1 SOV,2 Final
bly,nad,nija1241,Balyku,-22,120,Western Pama-Nyungan,Pama-Nyungan,Australia,AU,,,,,,,,,,,,,,,
blz,bjt,bala1300,Balanta,12.25,-15.33333333,Northern Atlantic,Niger-Congo,Africa,SN GW,,,,,,,,,,,,,,2 SVO,
